id,text,true_labels,pred_labels,prob_TRISTEZA,prob_ESTRES_ANSIEDAD,prob_ENFADO_IRRITACION,prob_SOBRECARGA_URGENCIA,prob_CANSANCIO_FATIGA,prob_POSITIVO_ALIVIO,prob_NEUTRO,errors,is_fallback
9030.0,El plazo es hoy y todavía nos falta medio apartado.,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.010,0.002,0.996,0.002,0.000,0.002,OK,False
9031.0,Quedan 20 minutos para subirlo y sigue fallando el build.,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.004,0.003,0.994,0.001,0.000,0.003,OK,False
9032.0,"Esto es bloqueante: si no mergeamos ya, no sale la entrega.",['SOBRECARGA_URGENCIA'],['ENFADO_IRRITACION'],0.000,0.073,0.752,0.006,0.000,0.000,0.001,ENFADO_IRRITACION:FP; SOBRECARGA_URGENCIA:FN,False
9033.0,Se nos ha acumulado todo y no damos abasto.,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.002,0.002,0.988,0.003,0.000,0.002,OK,False
9034.0,Tenemos el release en una hora y aún hay bugs críticos.,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.003,0.003,0.997,0.004,0.000,0.002,OK,False
9035.0,Voy a contrarreloj: me quedan tres tareas grandes por cerrar.,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.002,0.006,0.996,0.003,0.000,0.002,OK,False
9036.0,Nos han cambiado los requisitos y la entrega es esta noche.,['SOBRECARGA_URGENCIA'],[],0.000,0.000,0.052,0.121,0.001,0.000,0.001,SOBRECARGA_URGENCIA:FN,False
9037.0,"Si no lo arreglamos ahora, se rompe producción.",['SOBRECARGA_URGENCIA'],['NEUTRO'],0.000,0.002,0.003,0.002,0.001,0.000,0.976,SOBRECARGA_URGENCIA:FN; NEUTRO:FP,False
9038.0,Estoy con el agua al cuello; no llego a todo.,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.001,0.005,0.997,0.004,0.000,0.003,OK,False
9039.0,Queda por integrar y el profesor lo revisa mañana a primera hora.,['SOBRECARGA_URGENCIA'],['NEUTRO'],0.000,0.003,0.002,0.003,0.002,0.000,0.997,SOBRECARGA_URGENCIA:FN; NEUTRO:FP,False
9040.0,"Necesito que alguien revise esto ya, porque está bloqueando.",['SOBRECARGA_URGENCIA'],"['ESTRES_ANSIEDAD', 'SOBRECARGA_URGENCIA']",0.000,0.960,0.002,0.989,0.001,0.000,0.006,ESTRES_ANSIEDAD:FP,False
9041.0,Quedan dos horas y falta la mitad de la presentación.,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.003,0.003,0.996,0.002,0.000,0.003,OK,False
9042.0,Hay demasiadas cosas abiertas y ninguna se termina.,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.001,0.011,0.998,0.004,0.000,0.002,OK,False
9043.0,Estamos a punto de cerrar versión y falta validar todo.,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.002,0.003,0.996,0.004,0.000,0.003,OK,False
9044.0,El test de integración sigue rojo y no queda tiempo.,['SOBRECARGA_URGENCIA'],['NEUTRO'],0.000,0.001,0.001,0.013,0.003,0.000,0.985,SOBRECARGA_URGENCIA:FN; NEUTRO:FP,False
9045.0,Me han metido otra entrega y ya iba al límite.,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.006,0.017,0.997,0.001,0.000,0.001,OK,False
9046.0,Nos piden un cambio urgente y no hay margen.,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.006,0.002,0.995,0.002,0.000,0.002,OK,False
9047.0,No me da la vida: entre prácticas y TFG voy desbordado.,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.001,0.004,0.993,0.003,0.000,0.002,OK,False
9048.0,Se nos ha caído el servidor justo antes de subirlo.,['SOBRECARGA_URGENCIA'],[],0.000,0.012,0.003,0.002,0.000,0.000,0.029,SOBRECARGA_URGENCIA:FN,False
9049.0,La entrega es inminente y el documento está a medias.,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.430,0.010,0.988,0.000,0.000,0.004,OK,False
9050.0,Voy tarde con el informe y la reunión es en 10 minutos.,['NEUTRO'],['NEUTRO'],0.000,0.004,0.000,0.426,0.001,0.000,0.801,OK,False
9051.0,"Si hoy no lo cerramos, suspendemos seguro.",['SOBRECARGA_URGENCIA'],['ESTRES_ANSIEDAD'],0.000,0.723,0.000,0.130,0.102,0.000,0.000,ESTRES_ANSIEDAD:FP; SOBRECARGA_URGENCIA:FN,False
9052.0,Tengo que entregar mañana y aún no compila.,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.002,0.001,0.996,0.007,0.000,0.003,OK,False
9053.0,Esto tiene máxima prioridad; todo lo demás puede esperar.,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.028,0.191,0.992,0.000,0.000,0.001,OK,False
9054.0,Me quedan 15 minutos y todavía no he exportado el PDF.,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.003,0.001,0.986,0.002,0.000,0.003,OK,False
9055.0,El PR es crítico y sin él no podemos continuar.,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.274,0.081,0.865,0.000,0.000,0.001,OK,False
9056.0,No llego a repasar y el examen es esta tarde.,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.009,0.002,0.996,0.001,0.000,0.004,OK,False
9057.0,Estoy apagando fuegos todo el día; no avanzo.,['SOBRECARGA_URGENCIA'],['ESTRES_ANSIEDAD'],0.000,0.995,0.003,0.048,0.002,0.000,0.002,ESTRES_ANSIEDAD:FP; SOBRECARGA_URGENCIA:FN,False
9058.0,Queda por hacer la validación final y el plazo es ya.,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.033,0.002,0.997,0.002,0.000,0.004,OK,False
9059.0,Necesitamos un fix de emergencia antes de la demo.,['NEUTRO'],"['ESTRES_ANSIEDAD', 'SOBRECARGA_URGENCIA']",0.000,0.990,0.001,0.922,0.001,0.000,0.007,ESTRES_ANSIEDAD:FP; SOBRECARGA_URGENCIA:FP; NEUTRO:FN,False
9060.0,Tengo un nudo en la garganta y no consigo relajarme.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.996,0.003,0.004,0.003,0.000,0.006,OK,False
9061.0,Me tiembla la mano al escribir y estoy muy tenso.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.995,0.003,0.003,0.004,0.000,0.004,OK,False
9062.0,Siento el corazón acelerado desde hace rato.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.995,0.004,0.003,0.003,0.000,0.005,OK,False
9063.0,Estoy con la cabeza dando vueltas y no paro.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.996,0.002,0.006,0.004,0.000,0.005,OK,False
9064.0,Me cuesta respirar hondo; estoy muy nervioso.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.995,0.003,0.003,0.004,0.000,0.005,OK,False
9065.0,No puedo dejar de pensar en si lo voy a hacer mal.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.994,0.002,0.002,0.022,0.000,0.003,OK,False
9066.0,Me sudan las manos solo de abrir el documento.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.996,0.002,0.006,0.004,0.000,0.004,OK,False
9067.0,"Estoy inquieto, no consigo estar sentado.",['ESTRES_ANSIEDAD'],['CANSANCIO_FATIGA'],0.000,0.009,0.000,0.000,0.994,0.000,0.001,ESTRES_ANSIEDAD:FN; CANSANCIO_FATIGA:FP,False
9068.0,Tengo la sensación de que algo va a salir mal sí o sí.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.996,0.003,0.008,0.002,0.000,0.005,OK,False
9069.0,Me duele el estómago de la ansiedad.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.995,0.002,0.004,0.003,0.000,0.006,OK,False
9070.0,Estoy en alerta constante y me agota.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.995,0.001,0.002,0.114,0.000,0.003,OK,False
9071.0,Me bloqueo y me quedo mirando la pantalla sin avanzar.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.990,0.003,0.003,0.007,0.000,0.002,OK,False
9072.0,Estoy rumiando la presentación todo el día.,['ESTRES_ANSIEDAD'],[],0.000,0.037,0.364,0.001,0.000,0.000,0.003,ESTRES_ANSIEDAD:FN,False
9073.0,Me siento a punto de explotar de los nervios.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.993,0.003,0.002,0.003,0.000,0.005,OK,False
9074.0,Me late fuerte el pecho y me asusta.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.981,0.001,0.002,0.014,0.000,0.006,OK,False
9075.0,"Estoy hipersensible, cualquier cosa me altera.",['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.995,0.004,0.003,0.003,0.000,0.005,OK,False
9076.0,No consigo concentrarme por la preocupación.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.993,0.002,0.002,0.011,0.000,0.003,OK,False
9077.0,Se me acelera la respiración cuando pienso en el examen.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.896,0.024,0.001,0.001,0.000,0.003,OK,False
9078.0,Siento presión en el pecho y la mente a mil.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.997,0.002,0.018,0.002,0.000,0.005,OK,False
9079.0,Me despierto pensando en esto y sigo igual todo el día.,['ESTRES_ANSIEDAD'],['CANSANCIO_FATIGA'],0.000,0.001,0.001,0.001,0.998,0.000,0.000,ESTRES_ANSIEDAD:FN; CANSANCIO_FATIGA:FP,False
9080.0,Estoy hiperactivo de nervios; no paro quieto.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.995,0.003,0.003,0.003,0.000,0.005,OK,False
9081.0,Me está entrando pánico con la defensa.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.997,0.002,0.014,0.002,0.000,0.004,OK,False
9082.0,Tengo taquicardia y necesito calmarme ya.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.996,0.003,0.004,0.004,0.000,0.006,OK,False
9083.0,Me cuesta tragar; estoy muy ansioso.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.996,0.003,0.003,0.006,0.000,0.005,OK,False
9084.0,No paro de repasar mentalmente lo que voy a decir.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.971,0.013,0.001,0.004,0.000,0.001,OK,False
9085.0,Estoy a punto de llorar por la tensión.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.992,0.002,0.005,0.002,0.000,0.005,OK,False
9086.0,"Me siento sobrepasado mentalmente, como en bucle.",['ESTRES_ANSIEDAD'],['CANSANCIO_FATIGA'],0.000,0.001,0.001,0.000,0.999,0.000,0.001,ESTRES_ANSIEDAD:FN; CANSANCIO_FATIGA:FP,False
9087.0,Cada notificación me dispara la ansiedad.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.995,0.002,0.005,0.003,0.000,0.006,OK,False
9088.0,Me mareo un poco del estrés; necesito parar.,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.996,0.002,0.004,0.006,0.000,0.005,OK,False
9089.0,Estoy con el pulso a mil y no sé cómo bajarlo.,['ESTRES_ANSIEDAD'],['SOBRECARGA_URGENCIA'],0.000,0.009,0.001,0.983,0.001,0.000,0.009,ESTRES_ANSIEDAD:FN; SOBRECARGA_URGENCIA:FP,False
9090.0,Hoy voy arrastrando sueño y me cuesta pensar.,['CANSANCIO_FATIGA'],['CANSANCIO_FATIGA'],0.000,0.001,0.001,0.001,0.999,0.000,0.001,OK,False
9091.0,No he descansado nada y estoy funcionando a medias.,['CANSANCIO_FATIGA'],['CANSANCIO_FATIGA'],0.000,0.001,0.001,0.001,0.999,0.000,0.001,OK,False
9092.0,Me pesan los párpados y se me cierran solos.,['CANSANCIO_FATIGA'],['CANSANCIO_FATIGA'],0.000,0.006,0.000,0.000,0.949,0.000,0.000,OK,False
9093.0,Estoy reventado; necesito dormir cuanto antes.,['CANSANCIO_FATIGA'],['CANSANCIO_FATIGA'],0.000,0.001,0.001,0.001,0.999,0.000,0.001,OK,False
9094.0,"Tengo la cabeza espesa, como si no procesara.",['CANSANCIO_FATIGA'],['CANSANCIO_FATIGA'],0.000,0.001,0.001,0.001,0.999,0.000,0.001,OK,False
9095.0,Llevo varios días durmiendo mal y se nota.,['CANSANCIO_FATIGA'],['CANSANCIO_FATIGA'],0.000,0.001,0.001,0.001,0.999,0.000,0.000,OK,False
9096.0,"Estoy agotado físicamente, me duele todo.",['CANSANCIO_FATIGA'],['CANSANCIO_FATIGA'],0.000,0.001,0.001,0.001,0.999,0.000,0.001,OK,False
9097.0,No tengo energía ni para contestar mensajes.,['CANSANCIO_FATIGA'],['CANSANCIO_FATIGA'],0.000,0.001,0.001,0.001,0.999,0.000,0.001,OK,False
9098.0,Me siento sin fuerzas para empezar la tarea.,['CANSANCIO_FATIGA'],[],0.000,0.001,0.000,0.000,0.265,0.000,0.002,CANSANCIO_FATIGA:FN,False
9099.0,"Estoy hecho polvo, hoy no doy una.",['CANSANCIO_FATIGA'],['CANSANCIO_FATIGA'],0.000,0.001,0.000,0.001,0.999,0.000,0.001,OK,False
9100.0,"Estoy zombie, llevo demasiadas horas despierto.",['CANSANCIO_FATIGA'],['CANSANCIO_FATIGA'],0.000,0.001,0.001,0.001,0.999,0.000,0.001,OK,False
9101.0,Me cuesta incluso leer dos líneas del cansancio.,['CANSANCIO_FATIGA'],['CANSANCIO_FATIGA'],0.000,0.001,0.001,0.001,0.999,0.000,0.001,OK,False
9102.0,Necesito desconectar porque no me da el cerebro.,['CANSANCIO_FATIGA'],['CANSANCIO_FATIGA'],0.000,0.001,0.001,0.001,0.999,0.000,0.001,OK,False
9103.0,Estoy tan cansado que me falla la atención.,['CANSANCIO_FATIGA'],['CANSANCIO_FATIGA'],0.000,0.001,0.001,0.001,0.999,0.000,0.001,OK,False
9104.0,Me siento drenado; me quedo sin batería.,['CANSANCIO_FATIGA'],['CANSANCIO_FATIGA'],0.000,0.001,0.001,0.001,0.999,0.000,0.001,OK,False
9105.0,Me fastidia muchísimo que lo cambien sin avisar.,['ENFADO_IRRITACION'],['ENFADO_IRRITACION'],0.000,0.004,0.996,0.003,0.003,0.000,0.003,OK,False
9106.0,Estoy bastante cabreado con cómo se ha gestionado esto.,['ENFADO_IRRITACION'],['ENFADO_IRRITACION'],0.000,0.002,0.997,0.006,0.003,0.000,0.003,OK,False
9107.0,Me saca de quicio que nadie responda y luego corra todo.,['ENFADO_IRRITACION'],['ENFADO_IRRITACION'],0.000,0.003,0.997,0.004,0.003,0.000,0.002,OK,False
9108.0,Me enerva que siempre caiga en mí el trabajo.,['ENFADO_IRRITACION'],['ENFADO_IRRITACION'],0.000,0.004,0.994,0.002,0.002,0.000,0.002,OK,False
9109.0,"Estoy irritado, esto se podría haber evitado.",['ENFADO_IRRITACION'],['ENFADO_IRRITACION'],0.000,0.029,0.977,0.001,0.001,0.000,0.002,OK,False
9110.0,Estoy desanimado y siento que no avanzo nada.,[],['ESTRES_ANSIEDAD'],0.000,0.947,0.004,0.001,0.002,0.000,0.005,ESTRES_ANSIEDAD:FP,False
9111.0,Me ha dado un bajón enorme y me cuesta seguir.,[],['CANSANCIO_FATIGA'],0.000,0.001,0.000,0.001,0.997,0.000,0.000,CANSANCIO_FATIGA:FP,False
9112.0,Me siento solo con el proyecto y me viene abajo.,[],[],0.000,0.010,0.001,0.001,0.012,0.000,0.002,OK,False
9113.0,"Hoy estoy triste, no tengo ganas de nada.",[],['CANSANCIO_FATIGA'],0.000,0.001,0.001,0.001,0.999,0.000,0.001,CANSANCIO_FATIGA:FP,False
9114.0,Siento que todo me sale mal y me hunde.,[],['ESTRES_ANSIEDAD'],0.000,0.992,0.001,0.004,0.005,0.000,0.004,ESTRES_ANSIEDAD:FP,False
9115.0,"Uf, por fin ha salido bien; qué alivio.",['NEUTRO'],['NEUTRO'],0.000,0.003,0.002,0.002,0.002,0.000,0.996,OK,False
9116.0,"Menos mal, ya está resuelto y me quedo tranquilo.",['NEUTRO'],['NEUTRO'],0.000,0.003,0.002,0.003,0.003,0.000,0.997,OK,False
9117.0,"Genial, esto nos quita un peso de encima.",['NEUTRO'],[],0.000,0.095,0.001,0.144,0.000,0.000,0.143,NEUTRO:FN,False
9118.0,"Perfecto, era justo lo que necesitábamos; gracias.",['NEUTRO'],['NEUTRO'],0.000,0.003,0.006,0.002,0.001,0.000,0.980,OK,False
9119.0,"Qué buena noticia, me relaja un montón.",['NEUTRO'],['NEUTRO'],0.000,0.003,0.002,0.002,0.002,0.000,0.997,OK,False
9120.0,estoy en un pico de estrés horrible,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.996,0.002,0.007,0.002,0.000,0.007,OK,False
9121.0,esta situación me genera mucha ansiedad,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.995,0.004,0.004,0.003,0.000,0.004,OK,False
9122.0,no doy abasto para terminar el sprint,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.001,0.002,0.994,0.008,0.000,0.004,OK,False
9123.0,es una sobrecarga de tareas brutal,['SOBRECARGA_URGENCIA'],[],0.000,0.000,0.220,0.026,0.000,0.000,0.010,SOBRECARGA_URGENCIA:FN,False
9124.0,estoy agotadísimo después de esta semana,['CANSANCIO_FATIGA'],['CANSANCIO_FATIGA'],0.000,0.017,0.000,0.000,0.992,0.000,0.001,OK,False
9125.0,hoy no llego a ver el partido de fútbol,['NEUTRO'],['CANSANCIO_FATIGA'],0.000,0.001,0.000,0.012,0.712,0.000,0.001,CANSANCIO_FATIGA:FP; NEUTRO:FN,False
9126.0,estoy agotado de tanto reír,['NEUTRO'],['CANSANCIO_FATIGA'],0.000,0.001,0.001,0.001,0.999,0.000,0.001,CANSANCIO_FATIGA:FP; NEUTRO:FN,False
9127.0,tengo una carga en el coche que pesa muchísimo,['NEUTRO'],['SOBRECARGA_URGENCIA'],0.000,0.011,0.023,0.993,0.000,0.000,0.002,SOBRECARGA_URGENCIA:FP; NEUTRO:FN,False
9128.0,os paso el acta en cuanto la termine,['NEUTRO'],['NEUTRO'],0.000,0.003,0.002,0.003,0.002,0.000,0.997,OK,False
9129.0,la reu se mueve al jueves a las 10,['NEUTRO'],['NEUTRO'],0.000,0.005,0.001,0.003,0.002,0.000,0.997,OK,False
9130.0,alguien tiene el link del repo nuevo?,['NEUTRO'],['NEUTRO'],0.000,0.001,0.277,0.003,0.000,0.000,0.685,OK,False
9131.0,"confirmado, la demo es el viernes",[],['NEUTRO'],0.000,0.003,0.002,0.002,0.002,0.000,0.998,NEUTRO:FP,False
9132.0,subo los cambios a la rama de dev esta tarde,['NEUTRO'],['NEUTRO'],0.000,0.003,0.002,0.002,0.002,0.000,0.997,OK,False
9133.0,"gracias por el feedback, lo reviso mañana",[],['NEUTRO'],0.000,0.004,0.002,0.002,0.002,0.000,0.998,NEUTRO:FP,False
9134.0,quien va a la oficina hoy?,['NEUTRO'],['NEUTRO'],0.000,0.003,0.002,0.004,0.002,0.000,0.997,OK,False
9135.0,ya esta corregido el bug del login ✅,['NEUTRO'],['NEUTRO'],0.000,0.003,0.003,0.002,0.003,0.000,0.997,OK,False
9136.0,te dejo el doc en el sharepoint,['NEUTRO'],['NEUTRO'],0.000,0.003,0.002,0.002,0.002,0.000,0.997,OK,False
9137.0,recordad rellenar las horas antes del finde,['NEUTRO'],['NEUTRO'],0.000,0.003,0.002,0.002,0.003,0.000,0.997,OK,False
9138.0,no me da la vida con todo lo q tengo abierto,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.001,0.003,0.993,0.004,0.000,0.002,OK,False
9139.0,me han metido 3 tareas mas para hoy y no llego,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.005,0.007,0.998,0.002,0.000,0.002,OK,False
9140.0,tengo q sacar el informe la presentacion y el codigo todo para hoy,['NEUTRO'],['SOBRECARGA_URGENCIA'],0.000,0.003,0.003,0.996,0.003,0.000,0.003,SOBRECARGA_URGENCIA:FP; NEUTRO:FN,False
9141.0,esto es inviable son demasiadas cosas a la vez,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.002,0.007,0.997,0.003,0.000,0.003,OK,False
9142.0,me cae mas curro encima cada dia no doy abasto,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.005,0.023,0.998,0.001,0.000,0.002,OK,False
9143.0,plazos imposibles otra vez asi no se puede trabajar,['SOBRECARGA_URGENCIA'],['ENFADO_IRRITACION'],0.000,0.002,0.997,0.039,0.002,0.000,0.002,ENFADO_IRRITACION:FP; SOBRECARGA_URGENCIA:FN,False
9144.0,estoy desbordada tengo mil cosas y la entrega encima,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.003,0.005,0.998,0.002,0.000,0.003,OK,False
9145.0,llevo 8 tareas en paralelo y siguen llegando mas,['SOBRECARGA_URGENCIA'],['SOBRECARGA_URGENCIA'],0.000,0.002,0.008,0.998,0.003,0.000,0.003,OK,False
9146.0,me da panico la presentacion de mañana con cliente,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.997,0.003,0.008,0.003,0.000,0.004,OK,False
9147.0,y si la demo falla delante de todos? estoy nerviosa,['ESTRES_ANSIEDAD'],['ESTRES_ANSIEDAD'],0.000,0.988,0.007,0.004,0.001,0.000,0.003,OK,False
9148.0,no se si voy a saber defender esto en la reu 😬,['ESTRES_ANSIEDAD'],[],0.000,0.077,0.018,0.001,0.001,0.000,0.001,ESTRES_ANSIEDAD:FN,False
